ua,software,software_type,hw,pop
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2 like Mac OS X) AppleWebKit/604.4.7 (KTHML, like Gecko) Version/11.0 Mobile/15C114 Safari/604.1",11,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_12_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4",8,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46.45.1 (KHTML, like Gecko) Version/6.0 Mobile/10A523 Safari/8536.25",6,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7; en-us) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Safari/530.17 Swing(And)/2.0.4.2",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 4_2 like Mac OS X; es-es) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C5101c Safari/6533.18.5 bdbrowser/1.9.0.2",5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_2 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8H7 Safari/6533.18.5 bdbrowser_i18n/4.6.0.2",5,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/538.1 (KHTML, like Gecko) Digital Watchdog DW Spectrum Client/3.0.0.14971 Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1.46 GoodAccess/2.6.0.81",9,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; sv-se) AppleWebKit/525.18 (KHTML, like Gecko) Version/3.1.2 Safari/525.20.1",3.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/538.1 (KHTML, like Gecko) Tableau Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; fr-fr) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Stainless/0.8 like Version/5.1 Safari/534.48.3",5.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F65 Safari/601.1.46 GoodAccess/2.6.0.103",9,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPad; CPU OS 10_11 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",10,iOS,Mobile - Tablet,Uncommon
"iPhone 5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en-us) AppleWebKit/628.18 (KHTML, like Gecko) Version/5.0 Mobile/7A341 Safari/628.16",5,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7; en-gb) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Safari/530.17",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/602.1.29 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/538.1 (KHTML, like Gecko) Tableau/10.3 Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0 EdgiOS/41.41.4.0 Mobile/15C5110b Safari/604.4.7",11,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/701.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/701.2.7",9,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-gb) AppleWebKit/523.10.6 (KHTML, like Gecko) Version/3.0.4 Safari/523.10.6",3,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0; nb-no) AppleWebKit/522.11.1 (KHTML, like Gecko) Version/3.0.3 Safari/522.12.1",3,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; nb-NO) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",5,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS_3_2_2 like Mac OS X; en-us/pandigitalplnt1/sourceidDL00000019) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B367 Safari/531.21.10",4,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_11; en) AppleWebKit/531.9 (KHTML, like Gecko) Version/4.0.3 Safari/531.9",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 10_12_5 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1.2 Mobile/14F90 Safari/603.1.30",10.1,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/603.1",10,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.1 Mobile/14D15 Safari/602.1",10.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/703.3.8 (KHTML, like Gecko) Version/12.1.2 Safari/703.3.8",12.1,macOS,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Applebot/0.3; +http://www.apple.com/go/applebot)",6,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/538.1 (KHTML, like Gecko) Otter/0.9.03-dev Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13) AppleWebKit/603.1.13 (KHTML, like Gecko) Version/11.0.1 Safari/603.1.13",11,macOS,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Mobile/14A456 Safari",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/10.1.2 Safari/7046A194A",10.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/7.1.8 Safari/537.85.17	Safari 7.1",7.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Coast/5.02.99991 Mobile/13E238 Safari/7534.48.3",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 Version/7.0 Safari/9537.53 (AirWatch Browser v3.2.0)",7,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.7 Safari/600.6.3",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/9.1 Safari/7046A194A",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-us) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4 FBSMTWB",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13B143 Version/8.0 Safari/600.1.4",8,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25",6,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A slurp",7,Mac OS X,Computer,Uncommon
"""Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.27+ (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27""",5,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 8.1; en-US) AppleWebKit/525.10 (KHTML, like Gecko) Version/5.0.3 Safari/525.10",5,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1.46",9,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.12 MXiOS/4.7.0.48",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_12_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4",8,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6) AppleWebKit/531.4 (KHTML, like Gecko) Version/4.0.3 Safari/531.4",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7) AppleWebKit/602.1.31 (KHTML, like Gecko) Version/9.1.6 Safari/602.1.31",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-us) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7 FBSMTWB",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.1 Mobile/14D27 Safari/602.1",10.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A/0.04c.1538.b1",7,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-us) AppleWebKit/533.3 (KHTML, like Gecko) Version/4.0.3 Safari/533.3",4,Mac OS X,Computer,Uncommon
"Mozilla/6.0 (Macintosh; Intel Mac OS X 14_1_5) AppleWebKit/854.75.14 (KHTML, like Gecko) Version/9.8.3.9 Safari/HeloWEWA",9.8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8.3 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.5 rv:2050024.0.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-us) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16 FBSMTWB",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13F69 Version/7.0 Safari/9537.53 (AirWatch Browser v93)",7,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 9_0 like Mac OS X) AppleWebKit/601.1.37 (KHTML, like Gecko) Version/8.0 Mobile/13A4293g Safari/600.1.4",8,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en) AppleWebKit/418.9.1 (KHTML, like Gecko) Safari/419.3",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/604.1.8 (KHTML, like Gecko) Version/10.2 Safari/604.1.8",10.2,macOS,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_11; en) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iOS 10.0.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 EtsyInc/4.48 rv:44800.26.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU iPhone OS 8.0.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPad/1 EtsyInc/4.2 rv:4020035.0.0",,iOS,Mobile - Tablet,Uncommon
"Mozilla/6.0 (Windows NT 6.2; WOW64) AppleWebKit/777.7 (KHTML, like Gecko) XX Safari/777.7",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/10.1.2 Safari/533.20.27",10.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Safari/537.36",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPod touch; CPU iPhone OS 9_0 like Mac OS X) AppleWebKit/601.1.37 (KHTML, like Gecko) Coast/4.40.93868 Mobile/13A4293g Safari/7534.48.3",,iOS,Mobile - Music Player,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1 Safari/534.51.22 DiigoBrowser",5.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.1.2 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; chromeframe/26.0.1410.64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.21 (KHTML, like Gecko) Version/10.1 Safari/603.1.21",10.1,macOS,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 7.0; en-US) AppleWebKit/538.10.38 (KHTML, like Gecko) Version/5.0.3 Safari/538.10.38",5,Windows,Computer,Uncommon
Mozilla/5.0 (Macintosh; Intel Mac OS X 1068) AppleWebKit/534.52.7 (KHTML like Gecko) Version/5.1.2 Safari/534.52.7,5.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",5,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.3 Mobile/14E269 Safari/603.1",10.3,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 EdgiOS/41.41.4.0 Mobile/14D27 Safari/602.4.6",10,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) TrinhDuyetConCac/39.5.2171.95 Safari/537.36",,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.2; en-US) AppleWebKit/533+ (KHTML, like Gecko) Version/4.0 Safari/528.16 TideSDK/1.3.1-beta",4,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53 MxBrowser/4.5.10.1300",7,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",4,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8,gzip(gfe)",10.1,macOS,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 11_2_5 like Mac OS X) AppleWebKit/604.5.3 (KHTML, like Gecko) Version/11.0 Mobile/15D5049a Safari/604.1",11,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.39 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.5",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; ro-ro) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5",5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12) AppleWebKit/602.1.40 (KHTML, like Gecko) Safari/531.9",,macOS,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; ko-kr) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en-gb) AppleWebKit/532+ (KHTML, like Gecko) Version/10.1.3 Mobile/1A538b Safari/419.3",10.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/603.3.8 (KHTML, like Gecko) WebClip/12604.3.5.1.1 Safari/12604.3.5.1.1",,macOS,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 WPMSB/ios-1.10.22",7,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",5.1,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko) Safari/522.0",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Safari/522.0",,macOS,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; de-de) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/7.1.6 Safari/537.85.15",7.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10",7.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Apple-iPhone7C2/1202.466; U; CPU like Mac OS X; en) AppleWebKit/420+ (KHTML, like Gecko) Version/3.0 Mobile/1A543 Safari/419.3",3,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU OS 8_0 like Mac OS X) AppleWebKit/600.1.3 (KHTML, like Gecko) Version/8.0 Mobile/11A465 Safari/9537.53",8,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0.2 Safari/602.3.12",10,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D257 Version/7.0 Safari/9537.53 (AirWatch Browser v3.2.3)",7,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Safari/522.0",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 11_2 like Mac OS X) AppleWebKit/604.4.6 (KHTML, like Gecko) Version/11.0 Mobile/15C5097d Safari/604.1",11,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/3.2 Safari/525.26.12",3.2,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 5.1; chromeframe/26.0.1410.64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/538.1 (KHTML, like Gecko) NanoBrowser Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.4.10 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.12",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/538.34.48 (KHTML, like Gecko) Version/8.0 Safari/538.35.8",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/10.0.3 Safari/7046A194A",10,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A341 Safari/528.16 Cydia",4,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11",6.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPod; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53",7,iOS,Mobile - Music Player,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9.3.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.36 rv:23600.40.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/11D257 Safari/601.1",9,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.2 Safari/604.3.5",11,macOS,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/12H143 Safari/601.1",9,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/538.1 (KHTML, like Gecko) ugraf Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU iPhone OS 9.3.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.37.1 rv:23701.1.0",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPad; CPU iPhone OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3",5.1,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9.2.1 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.28 rv:22800.60.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/7.1.2 Safari/537.85.11",7.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 8.1; en-AU) AppleWebKit/526.21 (KHTML, like Gecko) Version/5.0.3 Safari/526.21",5,Windows,Computer,Uncommon
MobileSafari/601.1 CFNetwork/758.0.2 Darwin/15.0.0,,Darwin,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_11 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4",8,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/465.0.10Safari/7046A194A",465,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Mobile/14D27 Safari Line/7.0.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; HTC_IncredibleS_S710e; ru-ua) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Mac OS X,Mobile,Uncommon
"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.50 (KHTML, like Gecko) Version/5.1 Safari/534.50",5.1,Windows,Computer,Uncommon
